recipe_name,recipe_type,category,ratings,ingredients,time_required,calories,fat,carbohydrates,protein,cholesterol,sodium,recipe_categories
Gulab Jamun,Veg,IndianDesserts,3.70833325386047,"['1 cup dry milk powder', '3 tablespoons all-purpose flour', '2 tablespoons ghee (clarified butter), melted', '1/2 teaspoon baking powder', '1/2 cup warm milk', '1 tablespoon chopped almonds (optional)', '1 tablespoon chopped pistachio nuts (optional)', '1 tablespoon golden raisins (optional)', '1 pinch ground cardamom', '1 quart vegetable oil for deep frying', '1 1/4 cups white sugar', '7 fluid ounces water', '1 teaspoon rose water', '1 pinch ground cardamom']",50 m,143.0,7.9,16.8,2.2,10.0,40.0,"['Indian', 'Indian Desserts', 'Veg']"
Quick Nariyal Burfi (Indian Coconut Fudge),Veg,IndianDesserts,3.69230771064758,"['3 cups sweetened flaked coconut', '1 1/2 (14 ounce) cans sweetened condensed milk', '2/3 cup sliced almonds', '1 tablespoon ground cardamom (optional)']",1 h 12 m,275.0,12.1,37.6,5.6,17.0,115.0,"['Indian', 'Indian Desserts', 'Veg']"
Indian Spiced Rice Treats,Veg,IndianDesserts,4.57142877578735,"['1/2 cup unsalted butter', '1 (10 ounce) package miniature marshmallows', '6 cups crispy rice cereal', '1 teaspoon ground cardamom', '1 cup chopped unsalted cashew nuts', '1 cup golden raisins']",25 m,155.0,6.6,23.2,1.6,10.0,70.0,"['Indian', 'Indian Desserts', 'Veg']"
Carrot Recipe,Veg,IndianDesserts,4.5,"['4 cups grated carrots', '2 cups milk', '1 cup white sugar', '1 tablespoon butter', '1/2 cup cashew halves', '1/2 cup raisins', '1 pinch ground cardamom (optional)']",17 m,486.0,13.6,88.3,8.4,17.0,258.0,"['Indian', 'Indian Desserts', 'Veg']"
Maharani Cupcakes,Non-Veg,IndianDesserts,4.5,"['Sweet Basil Cream:', '1 1/2 cups heavy whipping cream', '1 bunch fresh basil, washed and dried', 'Sweet Curry Lemon Curd:', '1 cup white sugar', '2 eggs, lightly beaten', '2 tablespoons mild curry powder', '3/4 cup fresh lemon juice', '3 lemons, zested', '1/4 cup unsalted butter, melted', 'coconut cupcakes:', '1 (18.25 ounce) package white cake mix', '1 cup sweetened flaked coconut', '1 1/4 cups water', '3 eggs', '1/3 cup vegetable oil', '2 tablespoons coconut extract', ""6 cups confectioners' sugar, divided"", '1/2 (8 ounce) package cream cheese, room temperature', '1 tablespoon silver dragees decorating candy']",4 h 30 m,393.0,16.3,60.0,3.1,65.0,193.0,"['Indian', 'Indian Desserts', 'Non_Veg', 'Egg']"
Ras Malai,Veg,IndianDesserts,4.52941179275513,"['1 (15 ounce) container whole-milk ricotta cheese', '1/4 cup white sugar', '3 cups half and half', '1 cup white sugar', '1/4 teaspoon ground cardamom', '1/2 teaspoon rose water (optional)', '1 pinch saffron', '1 tablespoon chopped blanched almonds', '2 teaspoons chopped pistachio nuts']",1 h 25 m,216.0,10.4,25.6,6.1,33.0,72.0,"['Indian', 'Indian Desserts', 'Veg']"
Besan Ladoo,Veg,IndianDesserts,2.375,"['3/4 cup ghee (clarified butter)', '2 cups chickpea flour (besan)', '1/2 cup shredded sweetened coconut (optional)', '3 tablespoons ground almonds', '1/2 cup superfine (castor) sugar', '1/2 teaspoon ground cardamom']",2 h 45 m,267.0,17.9,23.6,4.7,39.0,11.0,"['Indian', 'Indian Desserts', 'Veg']"
Easy Malai Kulfi,Veg,IndianDesserts,4.83333349227905,"['2 cups whole milk', '1/2 cup condensed milk', '1/4 cup dry milk powder', '2 teaspoons white sugar, or to taste (optional)', '1/2 teaspoon ground cardamom', '1 pinch saffron threads', '1/4 cup chopped pistachio nuts']",1 h 25 m,194.0,8.7,22.7,7.2,22.0,108.0,"['Indian', 'Indian Desserts', 'Veg']"
Egg Halwa,Non-Veg,IndianDesserts,4.59999990463257,"['4 pods green cardamom', '1 cup milk', '4 eggs, beaten', '3/4 cup sugar', '1/2 cup shortening', '1 teaspoon semolina', '1/2 cup dry milk powder']",1 h 5 m,556.0,36.1,47.5,12.6,206.0,154.0,"['Indian', 'Indian Desserts', 'Non-Veg', 'Egg']"
Vegan Yogurt Sundae,Veg,IndianDesserts,4.33333349227905,"['1/4 cup frozen berries', '1 tablespoon white sugar', '2 tablespoons vegan chocolate chips', '1 tablespoon vegan margarine', '3 tablespoons soy milk or soy creamer', '1 (8 ounce) container vanilla soy yogurt', '1 tablespoon chopped nuts ']",10 m,395.0,25.9,29.6,14.4,0.0,164.0,"['Vegan', 'Indian', 'Indian Desserts', 'Veg']"
Kesari Bhat,Veg,IndianDesserts,4.33333349227905,"['1 pinch saffron threads', '1 1/2 cups hot milk', '3/4 cup vegetable oil', '1 1/4 cups fine semolina', '1/2 cup banana (optional)', '1 1/4 cups white sugar', '1/2 cup ghee (clarified butter)', '1/2 cup cashew pieces', '1/2 cup raisins']",12 m,620.0,38.4,65.7,6.6,36.0,75.0,"['Indian', 'Indian Desserts', 'Veg']"
Gujarati Shrikhand,Veg,IndianDesserts,4,"['6 cups plain yogurt', '2 large pinches saffron threads', '2 tablespoons warm milk', ""4 cups confectioners' sugar, or to taste"", '1 teaspoon ground cardamom', '1/4 cup chopped pistachio nuts', '2 drops yellow food coloring (optional)']",3 h 20 m,752.0,9.7,148.9,21.4,23.0,297.0,"['Indian', 'Indian Desserts', 'Veg']"
Rice Pudding - Indian-Style,Veg,IndianDesserts,4,"['1/2 cup white rice', '4 cups whole milk, divided', '1 1/2 cups white sugar', '1 cup ghee (clarified butter)', '2 teaspoons chopped cashews', '2 teaspoons chopped pistachios', '2 teaspoons chopped almonds']",45 m,496.0,30.5,52.8,5.2,78.0,58.0,"['Indian', 'Indian Desserts', 'Veg']"
Gulab Jamun or Kala Jam (Waffle Balls),Veg,IndianDesserts,5,"['2 cups water', '2 cups white sugar', '1/2 teaspoon ground cardamom', '2 drops rose water (optional)', '1 pinch saffron (optional)', '1/2 cup instant dry milk powder (such as Carnation®)', '2 tablespoons all-purpose flour', '1/4 teaspoon baking soda', ""1 tablespoon unsalted butter (such as land o'lakes®)"", '2 tablespoons plain yogurt', '2 cups vegetable oil for frying']",1 h 17 m,187.0,4.7,36.1,1.3,3.0,45.0,"['Indian', 'Indian Desserts', 'Veg']"
Shahi Tukray (Indian Bread Pudding),Veg,IndianDesserts,5,"['1 quart half-and-half', '2 cups white sugar', '1 (14 ounce) can sweetened condensed milk', '1 loaf sliced bread, crusts removed, divided', 'oil for frying']",1 h 46 m,707.0,25.5,110.5,11.8,61.0,498.0,"['Indian', 'Indian Desserts', 'Veg']"
Simple Besan Ladoo,Veg,IndianDesserts,3.5,"['1 1/4 pounds ghee (clarified butter)', '2 pounds chickpea flour (besan)', ""6 cups confectioners' sugar"", '1 tablespoon ground cardamom', 'milk, as needed']",35 m,310.0,17.4,34.6,5.7,40.0,17.0,"['Indian', 'Indian Desserts', 'Veg']"
Gasagage (Khus Khus) Payasa,Veg,IndianDesserts,4.5,"['3 tablespoons poppy seeds', '3 tablespoons almonds', '1 tablespoon uncooked white rice', '1/2 cup fresh grated coconut', '2 cups water', '1 cup grated jaggery (palm sugar)', '1 pinch saffron threads', '1/2 teaspoon ground cardamom']",4 h 25 m,215.0,5.2,42.5,1.8,0.0,31.0,"['Indian', 'Indian Desserts', 'Veg']"
Rava Laddu,Veg,IndianDesserts,3,"['6 cups semolina flour', '7 cups white sugar', '1 1/2 tablespoons ground cardamom', '1/2 cup ghee (clarified butter)', '1/3 cup cashew nuts', '1 cup hot milk']",30 m,646.0,8.7,135.1,9.0,18.0,25.0,"['Indian', 'Indian Desserts', 'Veg']"
Atta (Whole Wheat) Halwa,Veg,IndianDesserts,4,"['1/2 cup ghee (clarified butter)', '1/4 cup cashews', '1/4 cup raisins', '1 cup whole wheat flour', '3 cups water', '1 cup sugar', '1/2 teaspoon ground cardamom']",35 m,300.0,15.0,41.4,2.9,33.0,32.0,"['Indian', 'Indian Desserts', 'Veg']"
Sawine (Vermicelli Kheer),Veg,IndianDesserts,4,"['1 teaspoon ghee (clarified butter)', '2 ounces vermicelli, broken into 1/2-inch pieces', '1 (12 fluid ounce) can evaporated milk', '12 fluid ounces water', '3 tablespoons sweetened condensed milk', '1/4 teaspoon ground cinnamon', '3 tablespoons raisins', '1/2 cup toasted almonds (optional)']",27 m,358.0,18.9,36.9,13.5,35.0,123.0,"['Indian', 'Indian Desserts', 'Veg']"
Carrot Halwa,Veg,IndianDesserts,2.5,"['1 cup ghee (clarified butter)', '2 cups grated carrots', '1 1/2 cups milk', '1 1/2 cups water', '1 1/2 cups white sugar', '1/2 cup raisins', '1 tablespoon ground cardamom']",45 m,284.0,17.7,32.2,1.3,46.0,15.0,"['Indian', 'Indian Desserts', 'Veg']"
Super-Easy Indian Coconut Ladoo,Veg,IndianDesserts,5,"['10 ounces unsweetened flaked coconut', '1/2 teaspoon ground cardamom', '3 drops orange food coloring (optional)', '1 (14 ounce) can sweetened condensed milk', '1 teaspoon rose water (optional)']",45 m,120.0,8.4,10.8,1.9,5.0,23.0,"['Indian', 'Indian Desserts', 'Veg']"
Annam-Kobbari Parvanam (Rice and Coconut Kheer),Veg,IndianDesserts,3,"['1/3 cup rice', '3 cups milk', '1/2 cup fresh grated coconut', '1/2 cup white sugar', '1/4 cup jaggery (palm sugar)', '1/2 teaspoon ground cardamom', '1 tablespoon ghee', '2 tablespoons cashews', '2 tablespoons raisins']",1 h 50 m,263.0,7.7,44.0,5.6,15.0,88.0,"['Indian', 'Indian Desserts', 'Veg']"
Shahi Tukra (Indian Bread Pudding),Veg,IndianDesserts,4,"['1 quart oil for deep frying', '8 slices white bread, crusts removed and cut into 4 squares', '1/4 cup cashews', '1/4 cup sliced almonds', '2 tablespoons pistachio nuts', '1 1/4 cups whole milk', '5 tablespoons evaporated milk', '3/4 cup white sugar', '1 teaspoon ground cardamom', '1 pinch saffron']",2 h 55 m,324.0,17.8,37.0,5.6,6.0,233.0,"['Indian', 'Indian Desserts', 'Veg']"
Shahi Tukri (Sweet Fried Bread),Veg,IndianDesserts,4,"['1 quart cooking oil', '5 slices white bread, quartered', '1 cup water', '1/2 cup white sugar', '1/2 teaspoon ground cardamom', '2 tablespoons cream', '2 tablespoons chopped pistachio nuts']",2 h 20 m,169.0,11.1,16.9,1.4,4.0,94.0,"['Indian', 'Indian Desserts', 'Veg']"
Paalu Mithai (Milk Sweet),Veg,IndianDesserts,3,"['1/4 cup ghee (clarified butter)', '1/4 cup cashews', '1 1/2 cups whole milk', '1 cup white sugar', '3 tablespoons semolina flour', '1/2 teaspoon ground cardamom']",1 h 50 m,439.0,19.8,62.8,5.3,42.0,92.0,"['Indian', 'Indian Desserts', 'Veg']"
Coconut and Molasses-Filled Rice Dumplings,Veg,IndianDesserts,2,"['Dough:', '2 cups water', '1 teaspoon vegetable oil', '1/2 teaspoon salt', '1 cup rice flour', 'filling:', '1 cup grated coconut', '1/2 cup molasses', '1 teaspoon ground cardamom']",37 m,154.0,3.8,29.2,1.4,0.0,139.0,"['Indian', 'Indian Desserts', 'Veg']"
Indian Bread Pudding (Double Ka Meeta),Veg,IndianDesserts,3,"['10 slices bread, crusts removed and bread cut into triangles diagonally', '1 cup vegetable oil for frying, or as needed', '1 cup white sugar', '1 1/2 cups water', '1/2 teaspoon ground cardamom (optional)', '2 cups whole milk', '1/4 cup raisins', '1/4 cup chopped almonds', '1/4 cup chopped cashews']",1 h 5 m,296.0,9.3,49.2,5.8,6.0,266.0,"['Indian', 'Indian Desserts', 'Veg']"
Baked Gulab Jamun (Indian Dumplings in Syrup),Veg,IndianDesserts,4,"['1 cup non-fat milk powder', '1/2 cup self-rising flour', '2 tablespoons butter, softened', '1/2 cup milk, or as needed', 'syrup:', ""1 cup confectioners' sugar"", '1 cup white sugar', '1 cup water']",37 m,120.0,1.5,24.1,3.0,5.0,92.0,"['Indian', 'Indian Desserts', 'Veg']"
Indian-Style Mousse,Non-Veg,IndianDesserts,0,"['2 cups heavy whipping cream', '3/4 cup white sugar, divided', '2 tablespoons rose water', '1 teaspoon ground coriander', '3 pinches ground cardamom', '4 egg whites']",6 h 15 m,177.0,13.6,12.9,1.9,50.0,31.0,"['Indian', 'Indian Desserts', 'Non_Veg', 'Egg']"
Kobbari Louz,Veg,IndianDesserts,0,"['2 cups grated fresh coconut', '1 cup grated jaggery (palm sugar)', '1/4 cup milk powder', '1/2 teaspoon ground cardamom', '2 teaspoons ghee (clarified butter)']",45 m,109.0,5.2,15.2,1.4,2.0,19.0,"['Indian', 'Indian Desserts', 'Veg']"
Shahi Tukra (Sweet Bread Dessert),Veg,IndianDesserts,0,"['1 quart vegetable oil', '15 slices white bread, cut into 2-inch squares', '4 cups whole milk', '2 cups white sugar', '4 cardamom pods', '4 whole cloves', '2 cinnamon sticks', '1 pinch saffron', '1/2 cup toasted sliced almonds']",3 h 10 m,705.0,26.1,108.6,11.8,16.0,493.0,"['Indian', 'Indian Desserts', 'Veg']"
Shakkara (Sweet) Pongal,Veg,IndianDesserts,0,"['1/2 cup ghee (clarified butter)', '1/4 cup cashews', '1/4 cup raisins', '1/2 cup split yellow lentils (moong dal)', '1 cup basmati rice', '1 1/2 cups milk', '1 cup jaggery (palm sugar)', '1/2 cup white sugar', '1/2 teaspoon ground cardamom', '1 pinch edible camphor (kacha karpoor)']",45 m,605.0,21.4,97.0,9.7,49.0,74.0,"['Indian', 'Indian Desserts', 'Veg']"
Easy Coconut Ladoo,Veg,IndianDesserts,0,"['2 cups flaked coconut', '1 (14 ounce) can sweetened condensed milk', '2 pinches ground cardamom', '2 drops vanilla extract', '2 tablespoons semolina flour (optional)', '1/2 cup flaked coconut, or more as needed']",40 m,288.0,18.4,28.5,5.0,13.0,58.0,"['Indian', 'Indian Desserts', 'Veg']"
Indian Vermicelli Pudding (Dessert) ,Veg,IndianDesserts,0,"['3 tablespoons ghee (clarified butter)', '3 1/2 cups vermicelli pasta', '3 3/4 cups milk', '3/4 cup evaporated milk', '1/2 cup cashews, or to taste', '1/2 cup raisins, or to taste', '8 tablespoons white sugar']",25 m,424.0,13.9,64.6,13.1,28.0,130.0,"['Indian', 'Indian Desserts', 'Veg']"
Pandan Coconut Candy,Veg,IndianDesserts,0,"['1 cup water', '2 pandan leaves', '2 tablespoons ghee (clarified butter)', '1 cinnamon stick, broken in half', '2 coconuts, grated', '1 (14 ounce) can sweetened condensed milk']",55 m,269.0,20.3,21.0,3.6,12.0,42.0,"['Indian', 'Indian Desserts', 'Veg']"
Rich Vegan Kheer (Indian Rice Pudding) ,Veg,IndianDesserts,0,"['1 1/2 cups water', '1 cup basmati rice', '1 cup rice milk', '3/4 cup coconut milk', '1/2 cup soy creamer', '1/4 cup white sugar', '1/4 teaspoon ground cardamom', '1/3 cup raisins', '1/3 cup sliced pistachios, toasted']",45 m,309.0,11.3,48.8,5.2,0.0,57.0,"['Vegan', 'Indian', 'Indian Desserts', 'Veg']"
Mango Shrikhand,Veg,IndianDesserts,0,"['2 1/2 (8 ounce) containers plain yogurt', '3/4 cup mango puree', ""5 tablespoons confectioners' sugar, or more to taste"", '1/4 teaspoon ground cardamom', '2 tablespoons crushed almonds']",6 h 10 m,343.0,7.7,54.7,16.6,17.0,201.0,"['Indian', 'Indian Desserts', 'Veg']"
Super Easy Egg Halwa - Anday ka Halwa,Non-Veg,IndianDesserts,0,"['1 cup vegetable oil', '3 pods cardamom, crushed', '1 tablespoon chickpea flour', '1 cup dry milk powder', '4 eggs', '1 cup white sugar', '2 tablespoons chopped almonds']",20 m,311.0,23.4,21.4,5.2,72.0,63.0,"['Indian', 'Indian Desserts', 'Non-Veg', 'Egg']"
Almond Burfi,Veg,IndianDesserts,0,"['1 cup whole almonds', 'very warm water to cover', '1/3 cup milk', '1 cup white sugar', '2 tablespoons butter', '1/4 teaspoon ground cardamom, or more to taste']",1 h 15 m,92.0,4.8,11.6,1.7,3.0,10.0,"['Indian', 'Indian Desserts', 'Veg']"
